ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state
337,,Iceland,"Mar 16, 2020","Apr 10, 2020",universities and secondaries schools closed for four weeks. it was announced on 13 March that all schools in the Reykjavík area would be closed on 16 March in order to prepare,elementary schools and preschools,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
336,,Iceland,"Mar 13, 2020",,"At a press conference at 11 a.m. on 13 March, it was announced that public gatherings of more than 100 would be banned",,,,outdoor gatherings banned,100,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
346,,Portugal,"Mar 14, 2020",,"The mayor, Salvador Malheiro, closed all municipal services and called for the social isolation of the entire population of the municipality Ovar.",,,Ovar,general nonessential business suspension,,https://www.rtp.pt/noticias/pais/covid-19-autarca-de-ovar-apela-ao-isolamento-social_v1212054,,,,
344,,Macedonia,"Mar 10, 2020","Mar 24, 2020",temporary 2 week closure of all education institutes (from elementary schools to universities) that might be further extended,,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Macedonia#cite_note-13,,,,
341,,Latvia,"Mar 02, 2020",,On 2 March the Latvian Ministry of Health confirmed the first case of COVID-19 in Latvia. The infected person was a woman who had flown from Milan to Riga through Munich.,,,,"case reporting, first case",,https://eng.lsm.lv/article/society/health/first-case-of-covid-19-coronavirus-confirmed-in-latvia.a350338/,,,,
339,,Iceland,"Mar 13, 2020",,"Elementary schools and preschools will not be closed, but restrictions will be in place to maximize social distancing within schools",,,,social distancing,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,
350,,Ireland,"Feb 29, 2020",,"The 2019–20 coronavirus pandemic was confirmed to have spread to Ireland on 29 February 2020.[1] This was announced by Tony Holohan the Chief Medical Officer for the Irish Department of Health.A secondary school linked to the case, Scoil Chaitríona in Glasnevin, was shut down for two weeks as a precautionary measure.",,,,"case reporting, first case",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
348,,Lithuania,"Feb 28, 2020",,"On 28 February, Lithuania confirmed the first case of COVID-19, a 39-year-old woman who arrived to Kaunas from Verona, Italy after business trip. She was then hospitalised in Šiauliai.",,,,"case reporting, first case",,https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fwww.15min.lt%2Fnaujiena%2Faktualu%2Flietuva%2Fkoronavirusas-pasieke-lietuva-uzfiksuotas-pirmasis-atvejis-56-1282110,,,,
349,,Lithuania,"Mar 12, 2020",,"closed were all museums, cinemas, and gyms.",,,,"closure nonessential stores, limited nonessential business suspension, social distancing",10,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Lithuania#cite_note-18,,,,
352,,Ireland,"Mar 01, 2020","Mar 15, 2020","Initially, some schools around the country were closed and pupils were instructed to self-isolate.",,,,cohort isolation - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
353,,Ireland,"Mar 10, 2020",,Lectures from Trinity College Dublin were cancelled and delivered online.,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
351,,Ireland,"Mar 09, 2020",,"Many sporting events, including Ireland's final two rugby Six Nations fixtures against Italy and France, Gaelic Athletic Association and League of Ireland games, were postponed or cancelled altogether.",,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,
354,,Vatican City,"Mar 10, 2020",,Italy lockdown measures are also applied to the Vatican City.,,Vatican City,,"blanket isolation - no symptoms, religious activity limitations, social distancing",,https://www.theguardian.com/world/video/2020/mar/10/st-peters-square-before-and-after-italys-nationwide-lockdown-video,,,,
364,,Ireland,"Mar 15, 2020","Mar 29, 2020","The Vintners Federation of Ireland, the Licensed Vintners Association and the Irish government urged all bars and pubs to close from midnight 15 March until, at minimum, 29 March.",,,,limited nonessential business suspension,10,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,
362,,Ireland,"Mar 10, 2020",,Flights to and from some affected regions were suspended.[48],,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,risk countries,,
361,,Ireland,"Mar 12, 2020",,has recommended indoor gatherings of more than 100 people and outdoor gatherings of more than 500 people to be cancelled.,,,,"outdoor gatherings banned, sports cancellation",500,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,
363,,Ireland,"Mar 07, 2020",,St Patrick's Day parades have also been called off due to the fear of the virus spreading further,,,,very large event cancellation or postponement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,
360,,Ireland,"Mar 12, 2020","Mar 29, 2020","On 12 March Taoiseach Leo Varadkar announced the closure of all schools, colleges and childcare facilities until at least 29 March",,,,"nursery school closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,
365,,Ireland,"Mar 15, 2020","Mar 29, 2020","The official statement cited difficulty in maintaining social distancing in bars and pubs. All pubs and nightclubs in Temple Bar, a hot-spot of Dublin's nightlife, announced that they would comply in response. Taoiseach Leo Varadkar stated that he ""may seek enforcement powers from Dáil/Seanad"" in order to compel pubs and bars to close.",,,,"compulsory isolation, social distancing",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,
366,,Jersey,"Mar 10, 2020",,"On 10 March, the first case was confirmed. The infected was a person who had travelled from Italy.[1] A second case was confirmed on 11 March.",,,,"case reporting, first case",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Jersey,,,,
369,,Kosovo,"Mar 13, 2020",,"On 13 March, the first two cases were confirmed, a 77-year-old man from Vitina and an Italian woman in early 20s, who worked in Klina with Caritas Kosova.[1][2] Vitina and Klina are quarantined after the first cases of coronavirus in these two municipalities.",,,,"case reporting, first case",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kosovo,,,,
367,,Kazakhstan,"Mar 13, 2020",,"On 13 March, two Kazakh citizens in Almaty who had recently returned from Germany were confirmed of COVID-19 infection.",,,,"case reporting, first case",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kazakhstan,,,,
371,,Kosovo,"Mar 15, 2020",,"On 15 March, 4 new cases of coronavirus are confirmed, 3 from Mališevo and one from village Dumnica of Podujevo.[7]. After the new cases the Ministry of Health issued the Government of Kosovo to put the country in the public health emergency state.[8]",,,,"public announcement, special management arrangements",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kosovo,,,,
370,,Kosovo,"Mar 13, 2020",,The Government of Kosovo decided to block entrances and exits in these two cities,,,,domestic travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kosovo,,,"Klina, Vitina",
368,,Kazakhstan,"Mar 17, 2020",,"In March 2020, President Kassym-Jomart Tokayev ordered the cancellations of both the Nowruz celebrations as well as the military parade in honor of the 75th anniversary of the end of the Second World War.",,,,very large event cancellation or postponement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kazakhstan,,,,
380,,Poland,"Feb 19, 2020",,"On 19 February 12 people remained hospitalised ""in connection with the coronavirus"", 13 were under home quarantine and 1000 were being monitored by health services.",,,,contacts traced total,1000,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Poland,,,,
379,,Turkey,"Mar 17, 2020",,"Closure of all public gathering places such as cafes, gyms, Internet cafés and movie theaters, except shops and restaurants not offering music in 81 provincies",,,,limited nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,
377,,Turkey,"Mar 16, 2020","Apr 30, 2020",Sports matches without spectators.,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,
381,,US: Florida,"Mar 10, 2020",,University of Florida: classes online for Spring semeter,,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,
374,,Ukraine,"Mar 17, 2020",,"A total ban on rail, air and bus intercity and interregional passenger transport services, as well as the suspension of the underground metro in Kyiv, Kharkiv, and Dnipro",,,,public transport stopped,,https://www.kyivpost.com/article/opinion/op-ed/andy-hunder-ukraine-introduces-significant-measures-to-contain-covid-19.html?cn-reloaded=1,,,,
378,,Turkey,"Mar 16, 2020",,Nationwide ban on prayer gatherings in mosques,,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,
375,,Turkey,"Mar 16, 2020","Mar 23, 2020","Primary schools, middle schools, and high schools closed.",,,,"nursery school closure, school closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,
376,,Turkey,"Mar 16, 2020","Apr 06, 2020",Universities closed.,,,,university closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,
389,,Ukraine,"Mar 17, 2020",,"Restaurants, cafes, bars, shopping and entertainment centers, fitness centers, cultural establishments must close.","Outlets selling food products, fuels, hygiene products, medicines, and medical products are permitted to stay open, as are those offering banking and insurance services",,,limited nonessential business suspension,,https://www.kyivpost.com/article/opinion/op-ed/andy-hunder-ukraine-introduces-significant-measures-to-contain-covid-19.html,,,,
386,,Portugal,"Mar 14, 2020",,"The National Maritime Authority has banned beaches across the country and groups, banning all sports and leisure activities involving more than five people.",,,,sports cancellation,,https://www.rtp.pt/noticias/pais/covid-19-obriga-a-fechar-as-praias_v1212154,,,,
384,,Poland,"Mar 12, 2020","Mar 25, 2020","All schools are closed (kindergardens, primary schools, secondary schools, universities).",,,,"nursery school closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Poland,,,,
391,,Ukraine,"Mar 12, 2020","Apr 04, 2020","All nurseries, schools and universities closed.",,,,"nursery school closure, school closure, university closure",,https://www.kyivpost.com/ukraine-politics/breaking-ukraine-shuts-schools-mass-events-to-prevent-coronavirus-spread.html,,,,
388,,Ukraine,"Mar 17, 2020",,"All mass gatherings (cultural, entertainment, sports, social, religious, advertising and other) involving more than ten people are prohibited",,,,"cultural activity limitation, outdoor gatherings banned, religious activity cancellation, social distancing, sports cancellation",10,https://www.kyivpost.com/article/opinion/op-ed/andy-hunder-ukraine-introduces-significant-measures-to-contain-covid-19.html,,,,
383,,Portugal,"Mar 16, 2020","Apr 09, 2020",Prime Minister António Costa decreed the closure of all public and private educational establishments from 16 March until 9 April at least.,,,,school closure,,https://sicnoticias.pt/especiais/coronavirus/2020-03-12-Todas-as-escolas-fechadas-ate-12-de-abril,,,,
390,,Ukraine,"Mar 17, 2020",,"Enterprises and organizations are advised to provide shift work for employees, and, if technically possible, to ensure work online",,,,remote work,,https://www.kyivpost.com/article/opinion/op-ed/andy-hunder-ukraine-introduces-significant-measures-to-contain-covid-19.html,,,,
387,,Ukraine,"Mar 17, 2020",,"A ban on domestic intercity and interregional carriage of passengers by motor transport and a limit of passengers traveling on trams, trolleybuses and road transport on intracity routes",,,,public transport limited,,https://www.kyivpost.com/article/opinion/op-ed/andy-hunder-ukraine-introduces-significant-measures-to-contain-covid-19.html,,,,
385,,Portugal,"Mar 13, 2020",,"In the Autonomous Region of Madeira the Regional Government has ordered the cessation of all flights between the region and countries where there is active transmission from Covid-19, with the exception of the national territory.",Exception: Portugal territory,,Autonomous Region of Madeira,international travel ban - risk countries,,https://www.dnoticias.pt/madeira/governo-da-madeira-cessa-os-voos-dos-paises-onde-ha-transmissao-activa-AX5909301,,all countries,,
382,,Portugal,"Mar 02, 2020",,Portugal confirmed its first two cases.,,,,first case,,https://www.jn.pt/nacional/dois-casos-positivos-de-coronavirus-no-porto-11876530.html,,,,
407,,Slovakia,"Mar 14, 2020","Mar 30, 2020","Shops and service operations are closed for 14 days. First introduced for the weekend of March 14-15, prolonged for another 14 days on March 16","Exceptions are groceries, pharmacies, stores and dispensers of medical devices, drugstores , catering facilities, newsagents, animal feed stores, veterinary clinics, petrol stations, banks, insurance companies, post offices, telecommunications operators.",,,general nonessential business suspension,,https://www.rtvs.sk/televizia/clanky/219873/na-slovensku-platia-od-pondelka-16-3-nove-opatrenia,,,,
413,,Moldova,"Mar 07, 2020",,"The first coronavirus case in Moldova was announced on 7 March 2020. The infected person is a 48-year-old woman who had just returned to Moldova from Italy. She had been taken to hospital immediately from the plane, being in a serious condition: bilateral bronchopneumonia, acute respiratory failure, fever, cough, general weakness. She suffers from a few chronical illnesses: diabetes, overweight and hypertension",,,,"case reporting, first case",,https://translate.google.com/translate?hl=&sl=auto&tl=en&u=https%3A%2F%2Fmsmps.gov.md%2Fro%2Fcontent%2Fmsmps-confirma-primul-caz-de-coronavirus-de-tip-nou-republica-moldova,,,,
403,,Poland,"Mar 14, 2020",,Closure of borders for air and rail traffic.,"Only Polish citizens were allowed to enter the country. After crossing the border by land, a 14-day quarantine applies.",,,international travel ban - all countries,,,,all countries,,
402,,Poland,"Mar 14, 2020",,Activities of shopping malls limited,,,,limited nonessential business suspension,50,https://wiadomosci.onet.pl/kraj/koronawirus-w-polsce-premier-wprowadza-stan-zagrozenie-epidemicznego/k95cnfc?utm_source=pl.wikipedia.org_viasg_wiadomosci&utm_medium=referal&utm_campaign=leo_automatic&srcc=ucs&utm_v=2,,,,
400,,Portugal,,,The Prime Minister Pellegrini recommended to limit travel only to neccesary trips.,,,,outbound travel warning,,https://www.vlada.gov.sk//premier-letiska-budu-zatvorene-zavadzaju-sa-docasne-hranicne-kontroly/,,,,
396,,United States,"Mar 16, 2020","Mar 30, 2020",Public health officials on Wednesday issued a moratorium on all large-scale events in San Francisco of >1000 attendees,,San Francisco,California,outdoor gatherings banned,1000,https://www.sfexaminer.com/news/sf-bans-large-events-including-warriors-games-amid-coronavirus-influx/,,,,
409,,Slovakia,"Mar 16, 2020",,"The crisis staff will recommend all public transport operators and the owners of public buildings and shops allow entrance only to people wearing some protective equipment that covers their face, i.e. masks or scarfs.",,,,"public announcement, public hygiene, public mask encouragement",,https://spectator.sme.sk/c/22360124/number-of-coronavirus-cases-increases-measures-updated.html,,,,
395,,United States,"Mar 16, 2020","Apr 06, 2020",Shelter in place order issued for the Bay Area. Exceptions for necessary services and taking walks while staying at least 6 feet from other residents,,,California,blanket isolation - no symptoms,,https://www.sfchronicle.com/local-politics/article/Bay-Area-must-shelter-in-place-Only-15135014.php,,,,
415,,Portugal,"Mar 16, 2020",,Portugal suspended on Monday all passenger air and rail traffic with hard-hit Spain until April 15.,,,,international travel ban - risk countries,,https://www.nytimes.com/reuters/2020/03/17/world/europe/17reuters-health-coronavirus-portugal-hotel.html,,Spain,,
414,,Moldova,"Mar 10, 2020",,All foreigners coming from the countries affected by coronavirus have been banned from entering Moldova by plane,,,,international travel ban - all countries,,https://www.reuters.com/article/us-health-coronavirus-moldova/moldova-bans-foreigners-on-all-flights-from-countries-with-coronavirus-idUSKBN20X0XX,,risk countries,,
412,,Malta,"Mar 13, 2020",,Stop on all mass activities unless absolutely necessary. Number of people not specified.,,,,outdoor gatherings banned,10,https://web.archive.org/web/20200307233527/https://timesofmalta.com/articles/view/first-coronavirus-case-reported-in-malta.776288,,,,
411,,Malta,"Mar 07, 2020",,"On 7 March, Malta reported its first 3 cases of coronavirus: an Italian family consisting of a 12-year-old girl and her parents, who arrived in Malta on 3 March from Rome after a holiday in Trentino. The girl was the first case, with the parents testing positive for the coronavirus later in the day. They had been in self-quarantine since arriving from Italy, and they are now held in isolation at Mater Dei Hospital.",,,,"case reporting, first case",,https://web.archive.org/web/20200307233527/https://timesofmalta.com/articles/view/first-coronavirus-case-reported-in-malta.776288,,,,
401,,Slovakia,"Mar 12, 2020",,The government declared a national state of emergency.,,,,"emergency declaration, state of emergency",,https://www.vlada.gov.sk//vlada-vyhlasila-od-stvrtka-na-celom-uzemi-sr-mimoriadnu-situaciu/,,,,
399,,Slovakia,"Mar 13, 2020",,Anyone with permanent or temporary residence in the Slovak Republic who returns from abroad will go to a 14-day quarantine. Pellegrini informed that the Interior Ministry also has facilities for those who do not want or cannot go to home quarantine.,,,,"international traveller quarantine - risk countries, quarantine zone",,https://www.vlada.gov.sk//premier-letiska-budu-zatvorene-zavadzaju-sa-docasne-hranicne-kontroly/,,,,
398,,Slovakia,"Mar 13, 2020",,"Starting from 7AM (CET) border control was reinstated on the borders with Austria, Hungary and the Czech Republic. No traveler without a permanent residence or employment in Slovakia will be admitted.",,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovakia,,"Austria, Czech Republic, Hungary",,
404,,Poland,"Mar 15, 2020",,Religious assemblies of over 50 people banned.,,,,religious activity limitations,,https://www.onet.pl/?utm_source=pl.wikipedia.org_viasg_wiadomosci&utm_medium=referal&utm_campaign=leo_automatic&srcc=ucs&pid=3c04a10e-5daa-4eb9-9e60-6ae2317cc442&sid=b177a2c9-166f-4113-9b28-185bbe554807&utm_v=2,,,,
392,,Ukraine,"Mar 12, 2020",,Mass gatherings of more than 200 people banned.,"Events of “state necessity”, sporting events without spectators.",,,social distancing,,https://www.kyivpost.com/ukraine-politics/breaking-ukraine-shuts-schools-mass-events-to-prevent-coronavirus-spread.html,,,,
410,,Lithuania,"Mar 16, 2020",,"All shops and businesses excluding grocery shops, pharmacies and veterinary pharmacies were closed; all restaurants and bars were closed,",,,,general nonessential business suspension,,https://www.lrt.lt/en/news-in-english/19/1151798/lithuania-under-quarantine-key-instructions-and-recommendations,,,,
408,,Slovakia,"Mar 16, 2020",,"Sports, cultural and public events, including religious services, have been banned for the whole territory of Slovakia",,,,"cultural activity limitation, religious activity cancellation, sports cancellation, visiting in hospital banned",,https://spectator.sme.sk/c/22354154/coronavirus-measures-taken-in-slovakia.html?ref=njctse,,,,
405,,Poland,"Mar 04, 2020",,The Ministry of Health informed about the first case of SARS-CoV-2 infection in Poland.,,,,first case,,https://www.gov.pl/web/zdrowie/pierwszy-przypadek-koronawirusa-w-polsce,,,,
406,,Poland,"Mar 15, 2020",,Assemblies of over 50 people  banned.,,,,outdoor gatherings banned,50,https://www.onet.pl/?utm_source=pl.wikipedia.org_viasg_wiadomosci&utm_medium=referal&utm_campaign=leo_automatic&srcc=ucs&pid=3c04a10e-5daa-4eb9-9e60-6ae2317cc442&sid=b177a2c9-166f-4113-9b28-185bbe554807&utm_v=2,,,,
397,,Slovakia,"Mar 06, 2020",,"The first coronavirus case in Slovakia was confirmed. It was a person-to-person spread, his son was in Venice, Italy. His son tested positive on the next day, and didn't show any symptoms before.",,,,"case reporting, first case",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Slovakia,,,,
394,,Serbia,"Mar 16, 2020",,"All nurseries, schools and universities closed",,,,"nursery school closure, school closure, university closure",,https://exit.al/en/2020/03/16/serbia-declares-state-of-emergency-closes-borders/,,,,
393,,Slovakia,"Mar 16, 2020",,"All nurseries, schools and universities closed",,,,"nursery school closure, school closure, university closure",,https://www.vlada.gov.sk//27391/upozornenie/,,,,
431,,Switzerland,"Mar 13, 2020","Apr 04, 2020","the Federal Council decided to cancel classes in all educational establishments ",,,,"nursery school closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,
429,,Switzerland,"Feb 25, 2020",,"first case of COVID-19 was confirmed. A 70-year-old man in the Italian-speaking canton of Ticino which borders Italy, tested positive for SARS-CoV-2. The man had previously visited Milan.",,,,"case reporting, first case",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,
432,,Switzerland,"Mar 13, 2020",,the Federal Council has banned all events (public or private) involving more than 100 people.,,,,outdoor gatherings banned,100,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,
430,,Switzerland,"Feb 28, 2020",,"the Federal Council announced an immediate ban on all public and private events involving more than 1000 participants, as one of the efforts to curb the spread of COVID-19 infection. Further, events of 150 or more now need federal permission.",,,,outdoor gatherings banned,1000,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,
443,,Norway,"Mar 12, 2020","Mar 26, 2020","Gyms, hairdressers, skin care, massage and body care, tattooing, piercing salons,Swimming pools, water parks are closed",,,,"closure nonessential stores, limited nonessential business suspension",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,
441,,Norway,"Mar 12, 2020","Mar 26, 2020","All the country's kindergartens, schools, secondary schools, secondary schools, colleges and universities are closed,",,,,"nursery school closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,
445,,Norway,"Mar 16, 2020",,On 16 March travel ban was extended to all borders of Norway and Nordic non-Norwegian citizens.,,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,all countries,,
447,,Romania,"Mar 08, 2020","Mar 31, 2020","The Head of the Department for Emergency Situations, Raed Arafat, announced a ban on all indoor or outdoor activities that involve the participation of more than 1,000 people.",,,,outdoor gatherings banned,1000,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,,,
436,,Romania,"Mar 11, 2020","Mar 31, 2020","The authorities have imposed a ban on sports, scientific, religious, cultural or entertainment events with over 100 participants in closed spaces until 31 March.",,,,indoor gatherings banned,100,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,,,
446,,Romania,"Feb 21, 2020",,The Romanian government announced a 14-day quarantine for citizens returning from the affected regions.,,,,international traveller quarantine - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,,,
450,,Romania,"Mar 02, 2020",,"More preventive measures were taken by the National Committee for Special Emergency Situations. Thus, citizens arriving from other provinces or cities in mainland China, other localities in Lombardy, Veneto or Emilia-Romagna regions of Italy, as well as other areas and localities in South Korea and Iran than those specifically mentioned for the establishment of the institutionalized quarantine measure, enter into self-isolation at home, for 14 days, immediately after returning to Romania.",,,,international traveller quarantine - risk countries,,,,,,
442,,Norway,"Mar 12, 2020","Mar 26, 2020",Sports and cultural events and gatherings are banned. Number of people not specified.,,,,outdoor gatherings banned,50,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,
438,,Montenegro,"Mar 17, 2020",,"Montenegro confirmed the first two cases of COVID-19 on Tuesday, making it the last among European countries to report outbreak of the infection on its territory. the two infected women born in 1948 and 1973, come from the coastal city of Ulcinj, and from the capital of Podgorica. They are both sent to isolation at their homes in good health.
They recently came back from abroad, namely from Spain and the United States respectively.",,,,"case reporting, first case",,http://www.china.org.cn/world/2020-03/18/content_75827588.htm,,,,
435,,Switzerland,"Mar 13, 2020",,The Federal Council decided to partially close its borders and enacted border controls,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,
444,,Norway,"Mar 13, 2020",,"Norway introduced a ban on visits to Norway through Oslo airport. Norwegian and Nordic citizens, foreign residents in Norway and people continuing to another country are allowed anyway. Other people are dismissed and sent home as soon as possible and put in quarantine until then.",,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,
440,,Norway,"Mar 10, 2020",,"By 10 March the number of confirmed cases in Norway had spiked to 400, and a rising number of those cases could not be traced to foreign travel or any known person infected, indicating community transmission had started in Norway",,,,"case reporting, community spread",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Norway,,,,
437,,Montenegro,"Mar 17, 2020",,"Public transport of passengers (suburban, urban and intercity) by buses, vans and rail is suspended;
",,,,public transport stopped,,http://www.gov.me/en/News/223008/New-measures-are-ordered-New-recommendations-to-protect-citizens-from-coronavirus-are-published.html,,,,
433,,Monaco,"Feb 29, 2020",,"On 29 February, Monaco announced its first case, a man who was admitted to at the Princess Grace Hospital Centre then transferred to Nice University Hospital in France.",,,,"case reporting, first case",,https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fwww.bfmtv.com%2Fsante%2Fcoronavirus-un-premier-cas-de-contamination-detecte-a-monaco-et-transfere-au-chu-de-nice-1866392.html,,,,
434,,Switzerland,"Mar 16, 2020",,"the closure of bars, shops and other gathering places",,,,general nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Switzerland,,,,
448,,Romania,"Mar 09, 2020","Mar 23, 2020","The officials announced the cessation of flights to and from Italy, at all airports in the country.",,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,Italy,,
449,,Romania,"Feb 28, 2020",,The Romanian Orthodox Church suggested that followers use their own spoons and avoid kissing icons in church.,,,,religious activity limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Romania,,,,
439,,Norway,"Feb 26, 2020",,"On 26 February, Norway confirmed the first case of COVID-19. The Norwegian Institute of Public Health announced that someone tested positive for SARS-CoV-2 after returning from China the previous week. The female patient was asymptomatic and in good health. She underwent a voluntary isolation at her home in Tromsø",,,,"case reporting, first case",,https://www.thelocal.no/20200226/breaking-norway-announces-first-case-of-coronavirus,,,,
459,"North Rhine-Westphalia, Baden-Württemberg , Bavaria, Rhineland-Palatinate, Hesse, Saarland, Berlin, Brandenburg, Thuringia, Saxony-Anhalt, Lower Saxony, Schleswig-Holstein, Hamburg and Bremen.",Germany,"Mar 13, 2020","Apr 20, 2020",14 of the 16 German federal states decided to close their schools and nurseries for the next few weeks,Saxony and Mecklenburg-Western Pomerania,,,"nursery school closure, school closure",90,https://www.zeit.de/news/2020-03/13/bayern-schliesst-alle-schulen-wegen-coronavirus-krise,,,,
476,,Czechia,"Mar 01, 2020",,"On Sunday, March 1, 2020, Minister of Health Adam Vojtěch announced confirmation of the first three cases of COVID-19 infection in the Czech Republic. All three patients, two Czechs and one student of American nationality, were isolated at the Na Bulovce Infectious Department. The health status of all hospitalized patients was satisfactory, the course of the infection at the time of their hospitalization was mild.",,,,"case reporting, first case",,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
475,,Czechia,"Mar 05, 2020",,The National Security Council has also decided that the World Biathlon Cup race in Nové Město na Moravě on 5 - 8 March 2020 will be without spectators - a protective measure for this sporting event.,,,,"event cancellation - other, very large event cancellation or postponement",,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
467,,US: Florida,"Mar 15, 2020","Mar 31, 2020","Theme parks shutdown (Disney World, Universal Orlando SeaWorld Orlando and Legoland Florida, and Busch Gardens Tampa Bay)",,,,activity cancellation - other,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,
470,,Czechia,"Mar 08, 2020",,"On Sunday, 8 March 2020, the Ministry of Health issued an extraordinary measure concerning the ordering of a quarantine for contacts of infected persons. Individual quarantines for contacts of infected people will be newly decided remotely by general practitioners. Hygiene stations will report to GPs and GPs all persons who have been in contact with an infected patient, and remotely decide on a 14-day quarantine.",,,,"contact isolation - symptoms, remote medical treatment, remote medical treatment - symptomatic",,https://koronavirus.mzcr.cz/vyvoj-udalosti-v-case/,,,,
462,"France, Switzerland, Austria, Denmark and Luxembourg",Germany,"Mar 16, 2020",,"shut down the borders with France, Switzerland, Austria, Denmark and Luxembourg. The measure would begin on Monday and the transportation of goods and commuters would be exempt",,,,international travel ban - all countries,,https://www.bbc.com/news/world-europe-51897069,,"Austria, Denmark, France, Luxembourg, Switzerland",,
